chapter-counter,verse-counter,word-counter,arabic-word-weight
2,18,85,8
2,19,5,5
2,19,15,6
2,19,20,9
2,19,35,1
2,19,45,7
2,19,50,4
2,19,62,6
2,20,7,6
2,20,13,5
2,20,20,3
2,20,28,7
2,20,34,7
2,20,40,9
2,20,49,7
2,20,57,3
2,20,68,6
2,20,74,7
2,20,80,9
2,20,93,7
2,20,101,5
2,20,111,6
2,20,116,9
2,20,129,7
2,20,139,7
2,20,144,4
2,20,156,8
2,21,7,6
2,21,14,2
2,21,24,8
2,21,32,7
2,21,40,3
2,21,48,1
2,21,56,6
2,21,64,7
2,21,71,5
2,21,86,2
2,21,94,3
2,21,101,7
2,21,110,8
2,21,119,2
2,21,126,9
2,21,142,2
2,22,7,3
2,22,20,6
2,22,27,2
2,22,41,6
2,22,45,9
2,22,59,8
2,22,71,1
2,23,11,4
2,23,21,8
2,23,32,8
2,23,45,5
2,23,57,7
2,23,63,4
2,23,71,7
2,23,86,5
2,23,92,2
2,23,100,6
2,23,112,5
2,24,10,3
2,24,19,5
2,24,27,3
2,24,39,4
2,24,46,9
2,24,55,7
2,24,65,6
2,24,69,5
2,24,78,4
2,24,85,5
2,24,93,3
2,24,105,6
2,24,118,5
2,24,122,9
2,24,132,3
2,24,137,4
2,24,149,7
2,25,5,4
2,25,12,8
2,25,19,3
2,25,26,8
2,25,30,4
2,25,42,6
2,26,4,7
2,26,14,5
2,26,20,9
2,26,31,7
2,26,37,5
2,26,47,3
2,26,56,1
2,26,65,2
2,26,77,7
2,26,91,2
2,26,95,9
2,26,105,4
2,26,111,9
2,26,124,1
2,26,131,8
2,26,141,9
2,26,153,9
2,26,161,4
2,26,177,7
2,27,7,8
2,27,17,9
2,27,26,6
2,27,40,6
2,27,51,1
2,27,59,2
2,27,65,3
2,27,74,5
2,27,80,5
2,27,88,6
2,27,97,8
2,27,108,2
2,27,116,4
2,27,125,6
2,27,131,5
2,27,139,3
2,27,148,8
2,27,161,1
2,27,177,3
2,27,185,6
2,27,193,3
2,27,200,2
2,27,206,5
2,27,213,5
2,27,221,8
2,28,3,2
2,28,12,8
2,28,21,7
2,28,31,3
2,28,41,1
2,28,49,3
2,28,60,7
2,28,72,5
2,28,76,9
2,28,87,3
2,28,99,1
2,28,110,2
2,29,7,3
2,29,14,4
2,29,21,9
2,29,31,6
2,29,40,6
2,29,53,4
2,29,61,9
2,29,71,4
2,29,76,9
2,29,87,7
2,29,93,6
2,29,104,2
2,29,109,7
2,29,114,9
2,29,127,2
2,29,135,2
2,29,143,9
2,29,151,3
2,29,162,6
2,29,170,2
2,29,180,7
2,29,190,2
2,29,202,2
2,30,5,3
2,30,13,6
2,30,17,9
2,30,24,5
2,30,32,9
2,30,43,3
2,30,50,2
2,30,60,1
2,30,69,2
2,30,79,2
2,30,84,9
2,30,94,8
2,30,104,7
2,30,117,2
2,30,122,9
2,30,128,6
2,30,136,3
2,30,140,6
2,30,148,6
2,30,159,3
2,31,5,5
2,31,11,7
2,31,22,2
2,31,28,5
2,31,39,2
2,31,50,3
2,31,59,3
2,31,67,9
2,31,78,5
2,31,87,7
2,31,102,1
2,31,114,7
2,31,129,7
2,32,9,4
2,32,19,8
2,32,27,7
2,32,38,9
2,32,52,3
2,32,58,6
2,32,65,3
2,32,74,4
2,32,82,1
2,32,86,9
2,32,96,4
2,32,109,9
2,32,120,1
2,32,129,8
2,32,137,6
2,32,141,9
2,32,150,6
2,32,159,2
2,32,169,3
2,32,177,4
2,32,185,3
2,32,195,7
2,32,199,9
2,32,206,6
2,32,217,9
2,32,222,7
2,32,235,2
2,32,246,9
2,32,253,6
2,32,263,9
2,32,276,6
2,32,285,6
2,32,292,6
2,32,303,7
2,33,5,6
2,33,13,3
2,33,17,4
2,33,29,3
2,33,33,6
2,33,42,4
2,33,50,4
2,33,55,5
2,33,65,9
2,33,71,4
2,33,81,3
2,33,92,5
2,33,102,8
2,33,110,7
2,33,124,7
2,33,132,2
2,33,141,4
2,33,145,9
2,33,156,4
2,33,167,3
2,33,177,8
2,33,186,1
2,33,199,3
2,33,206,4
2,33,214,8
2,33,222,3
2,33,232,6
2,33,240,4
2,33,250,3
2,33,255,7
2,33,264,2
2,33,274,8
2,33,279,7
2,33,288,2
2,33,296,2
2,33,304,3
2,33,309,7
2,33,316,5
2,33,330,8
2,34,9,8
2,34,20,8
2,34,27,7
2,34,35,3
2,34,39,9
2,34,46,4
2,34,57,8
2,34,71,8
2,34,75,5
2,34,82,7
2,34,90,3
2,34,95,7
2,34,99,6
2,34,107,1
2,34,121,9
2,34,125,9
2,34,135,6
2,34,149,4
2,34,154,9
2,34,168,3
2,35,6,2
2,35,18,9
2,35,28,5
2,35,38,3
2,35,49,8
2,35,63,7
2,35,71,9
2,35,83,7
2,35,89,9
2,35,101,8
2,35,107,9
2,35,116,1
2,35,128,9
2,36,4,2
2,36,12,3
2,36,19,1
2,36,25,9
2,36,30,5
2,36,34,9
2,36,44,6
2,36,53,7
2,36,59,9
2,36,69,9
2,36,75,5
2,36,86,7
2,36,100,4
2,36,107,6
2,36,118,4
2,36,127,8
2,36,135,7
2,36,142,5
2,36,150,6
2,37,6,5
2,37,12,5
2,37,20,6
2,37,36,3
2,37,43,7
2,37,51,5
2,37,55,9
2,37,65,6
2,37,75,4
2,37,85,3
2,37,96,9
2,37,103,6
2,37,107,9
2,37,116,1
2,37,123,6
2,37,134,5
2,37,145,5
2,37,154,6
2,37,164,3
2,37,175,2
2,37,187,4
2,37,192,5
2,37,200,5
2,37,207,7
2,37,216,6
2,37,220,5
2,37,224,4
2,37,236,2
2,38,9,2
2,38,15,8
2,38,28,8
2,38,37,2
2,38,43,9
2,38,54,8
2,38,60,2
2,38,75,1
2,38,83,4
2,38,95,3
2,38,107,6
2,38,119,1
2,38,123,6
2,38,131,6
2,38,142,3
2,39,7,3
2,39,19,6
2,39,23,4
2,39,30,5
2,39,36,9
2,39,43,5
2,39,47,5
2,39,60,6
2,39,70,8
2,39,76,1
2,39,87,1
2,39,98,1
2,40,5,5
2,40,9,2
2,40,15,8
2,40,26,9
2,40,42,6
2,40,53,7
2,40,64,9
2,40,80,6
2,40,86,5
2,40,93,8
2,40,99,5
2,40,107,9
2,40,114,7
2,40,123,6
2,40,130,4
2,40,144,8
2,40,156,3
2,40,167,3
2,40,171,5
2,40,181,3
2,40,187,2
2,40,195,6
2,40,207,7
2,41,6,5
2,41,14,1
2,41,30,3
2,41,40,3
2,41,48,2
2,41,59,1
2,41,66,5
2,41,76,4
2,41,83,4
2,41,97,5
2,41,105,5
2,41,110,9
2,41,124,5
2,42,9,7
2,42,13,2
2,42,19,8
2,42,27,5
2,42,33,1
2,42,44,6
2,42,55,7
2,42,63,3
2,42,71,6
2,42,79,8
2,42,86,5
2,42,96,4
2,42,102,1
2,42,112,1
2,42,121,8
2,42,133,7
2,42,144,8
2,42,149,9
2,42,163,9
2,43,14,2
2,43,27,5
2,43,35,9
2,43,51,3
2,43,58,9
2,43,65,9
2,43,71,5
2,43,83,7
2,43,93,6
2,43,104,5
2,43,113,2
2,43,121,8
2,43,132,6
2,43,136,9
2,43,146,6
2,43,158,8
2,43,168,4
2,43,175,5
2,43,181,5
2,44,11,8
2,44,17,8
2,44,21,9
2,44,30,9
2,44,40,5
2,44,48,6
2,44,57,7
2,44,67,2
2,44,72,2
2,44,84,8
2,44,95,1
2,45,7,1
2,45,17,6
2,45,25,6
2,45,34,7
2,45,45,5
2,45,60,9
2,45,68,1
2,45,74,1
2,45,80,8
2,45,87,4
2,45,95,2
2,45,101,3
2,45,108,2
2,45,119,2
2,45,125,1
2,45,130,9
2,45,142,5
2,46,11,5
2,46,20,1
2,46,32,6
2,46,44,5
2,46,56,4
2,46,66,3
2,46,75,3
2,46,82,9
2,46,89,6
2,46,100,7
2,47,3,2
2,47,9,8
2,47,22,6
2,47,32,1
2,47,43,3
2,47,51,9
2,47,62,3
2,47,73,8
2,47,84,1
2,47,94,1
2,47,100,6
2,47,113,6
2,47,124,1
2,47,137,2
2,48,9,4
2,48,15,7
2,48,25,2
2,48,36,1
2,48,43,8
2,48,52,8
2,48,58,1
2,48,68,6
2,48,76,1
2,48,84,4
2,48,89,7
2,48,97,1
2,48,108,2
2,48,118,9
2,48,126,6
2,48,135,9
2,48,146,1
2,48,158,7
2,49,5,1
2,49,16,4
2,49,25,4
2,49,38,3
2,49,51,9
2,49,60,4
2,49,70,2
2,49,82,2
2,50,11,2
2,50,22,3
2,50,30,8
2,50,41,9
2,50,53,7
2,50,58,2
2,50,72,4
2,51,13,5
2,51,22,7
2,51,33,1
2,51,45,5
2,51,57,8
2,51,67,2
2,51,77,4
2,51,88,4
2,51,98,4
2,51,110,8
2,52,14,1
2,52,26,1
2,52,39,9
2,52,52,9
2,52,64,5
2,52,71,5
2,52,77,2
2,52,91,9
2,53,9,8
2,53,20,8
2,53,29,6
2,53,39,6
2,53,49,4
2,53,61,3
2,53,70,1
2,53,81,6
2,54,3,2
2,54,9,8
2,54,22,6
2,54,32,1
2,54,43,3
2,54,51,9
2,54,62,3
2,54,73,8
2,54,82,4
2,54,96,2
2,54,102,2
2,54,116,7
2,55,10,1
2,55,18,3
2,55,23,4
2,55,31,6
2,55,38,1
2,55,42,3
2,55,50,1
2,55,58,6
2,55,64,1
2,55,73,7
2,55,81,6
2,55,91,5
2,55,97,1
2,55,106,5
2,55,114,6
2,55,121,5
2,55,127,1
2,55,132,9
2,55,143,1
2,56,6,5
2,56,20,3
2,56,26,9
2,56,30,3
2,56,41,1
2,56,56,7
2,56,62,4
2,56,73,3
2,56,86,2
2,56,100,7
2,56,116,1
2,56,128,1
2,56,136,6
2,56,145,7
2,56,153,7
2,56,158,9
2,56,169,1
2,56,177,3
2,57,6,5
2,57,16,8
2,57,23,8
2,57,33,7
2,57,50,3
2,57,64,8
2,57,68,3
2,57,79,1
2,57,89,2
2,57,100,4
2,58,6,5
2,58,17,6
2,58,25,8
2,58,37,9
2,58,46,2
2,58,52,9
2,58,65,8
2,58,75,8
2,58,79,9
2,58,88,9
2,58,98,2
2,58,109,1
2,59,5,9
2,59,15,9
2,59,22,9
2,59,27,9
2,59,34,4
2,59,42,3
2,59,54,1
2,59,66,4
2,60,6,5
2,60,15,2
2,60,22,8
2,60,33,4
2,60,48,9
2,60,60,1
2,60,72,1
2,61,6,5
2,61,12,5
2,61,20,8
2,61,31,1
2,61,35,2
2,61,42,2
2,61,52,3
2,61,63,6
2,61,74,8
2,61,90,9
2,61,100,8
2,61,110,9
2,61,117,5
2,61,129,3
2,61,141,6
2,61,153,8
2,61,163,7
2,61,170,9
2,61,178,9
2,61,184,7
2,61,196,3
2,61,204,6
2,61,215,8
2,61,225,2
2,61,230,2
2,61,242,8
2,61,253,1
2,62,6,5
2,62,15,3
2,62,19,2
2,62,27,8
2,62,31,8
2,62,41,5
2,62,46,5
2,62,54,4
2,62,60,8
2,62,68,3
2,62,77,5
2,62,92,5
2,62,105,8
2,62,115,2
2,62,126,4
2,63,5,9
2,63,18,8
2,63,23,9
2,63,30,4
2,63,41,2
2,63,53,1
2,63,65,4
2,64,12,9
2,64,23,8
2,64,34,5
2,64,47,1
2,64,58,8
2,64,67,4
2,64,81,8
2,64,90,3
2,64,94,9
2,64,105,8
2,64,109,5
2,64,123,4
2,64,131,2
2,64,142,1
2,64,152,7
2,64,160,6
2,64,172,2
2,64,184,1
2,65,6,5
2,65,14,1
2,65,24,3
2,65,33,8
2,65,45,3
2,65,54,2
2,65,62,6
2,65,69,5
2,65,78,3
2,65,86,8
2,65,98,9
2,65,107,9
2,65,116,5
2,65,126,5
2,65,134,3
2,65,144,7
2,65,151,9
2,65,164,6
2,65,178,2
2,65,193,6
2,66,9,8
2,66,19,8
2,66,28,5
2,66,36,2
2,66,43,4
2,66,51,3
2,66,57,5
2,66,64,3
2,66,77,3
2,66,83,2
2,66,93,8
2,66,102,5
2,66,110,4
2,66,116,9
2,66,127,7
2,66,133,7
2,66,141,6
2,66,153,9
2,67,6,5
2,67,18,1
2,67,26,8
2,67,37,1
2,67,47,9
2,67,54,4
2,67,65,3
2,67,75,8
2,67,90,4
2,67,97,5
2,67,106,7
2,67,115,7
2,67,123,5
2,67,130,5
2,67,137,5
2,67,143,5
2,67,151,4
2,67,165,2
2,67,174,3
2,67,186,3
2,67,190,9
2,67,198,1
2,67,206,3
2,67,212,1
2,67,222,5
2,67,226,9
2,67,236,6
2,67,248,1
2,68,6,5
2,68,15,3
2,68,19,2
2,68,27,8
2,68,31,8
2,68,41,9
2,68,48,2
2,68,56,3
2,68,64,1
2,68,72,2
2,68,78,9
2,68,86,6
2,68,95,3
2,68,101,9
2,68,108,9
2,68,116,6
2,68,126,6
2,68,130,9
2,68,140,3
2,68,154,2
2,68,165,3
2,68,177,2
2,68,189,8
2,68,197,5
2,68,215,8
2,68,223,3
2,68,228,2
2,68,237,2
2,68,247,5
2,68,252,2
2,68,259,9
2,68,271,6
2,68,279,7
2,68,287,5
2,68,293,9
2,68,298,5
2,68,309,9
2,68,322,4
2,68,333,2
2,68,344,9
2,68,360,4
2,68,370,8
2,68,379,4
2,68,385,9
2,68,393,3
2,68,403,3
2,68,415,8
2,68,423,6
2,68,435,6
2,68,444,8
2,68,452,3
2,68,466,8
2,68,480,9
2,68,489,6
2,68,498,4
2,68,508,3
2,68,514,7
2,68,521,5
2,68,532,3
2,68,544,9
2,69,5,6
2,69,15,8
2,69,23,7
2,69,35,5
2,69,43,8
2,69,58,1
2,69,74,2
2,69,79,9
2,69,85,9
2,69,95,5
2,69,107,3
2,69,116,3
2,69,125,2
2,69,134,4
2,69,143,2
2,69,154,6
2,69,160,7
2,69,170,4
2,69,176,1
2,69,183,2
2,69,194,2
2,69,200,1
2,69,205,9
2,69,217,5
2,70,6,5
2,70,16,2
2,70,29,9
2,70,41,2
2,70,52,3
2,70,61,3
2,70,68,2
2,70,72,5
2,70,84,8
2,70,94,4
2,70,106,7
2,70,110,5
2,70,116,5
2,70,128,1
2,70,139,2
2,71,5,9
2,71,18,4
2,71,23,9
2,71,30,4
2,71,38,3
2,71,50,3
2,71,57,1
2,71,65,3
2,71,76,8
2,71,89,2
2,71,98,9
2,71,104,9
2,71,118,7
2,72,8,5
2,72,19,4
2,72,29,8
2,72,40,5
2,72,48,6
2,72,52,9
2,72,62,7
2,72,72,9
2,72,79,3
2,72,87,2
2,72,96,2
2,72,107,2
2,73,14,6
2,73,23,3
2,73,30,8
2,73,37,8
2,73,47,3
2,73,53,2
2,73,63,5
2,73,76,9
2,73,92,3
2,74,6,5
2,74,12,5
2,74,20,8
2,74,31,1
2,74,37,6
2,74,45,3
2,74,58,5
2,74,62,6
2,74,73,1
2,74,82,9
2,74,92,3
2,74,107,1
2,74,115,1
2,74,123,5
2,74,131,3
2,74,141,5
2,74,146,6
2,74,154,5
2,74,159,9
2,74,173,4
2,75,7,3
2,75,13,3
2,75,19,9
2,75,27,6
2,75,36,9
2,75,43,9
2,75,47,5
2,75,52,6
2,75,60,5
2,75,68,2
2,75,76,2
2,75,85,3
2,75,94,9
2,75,99,4
2,75,107,1
2,75,113,1
2,75,120,6
2,75,128,1
2,75,135,8
2,75,143,3
2,75,157,7
2,75,161,5
2,75,173,3
2,76,7,3
2,76,13,3
2,76,19,9
2,76,27,6
2,76,36,9
2,76,43,9
2,76,47,5
2,76,57,2
2,76,65,5
2,76,73,2
2,76,81,2
2,76,90,3
2,76,99,9
2,76,109,3
2,76,117,8
2,76,128,2
2,76,136,3
2,76,150,9
2,77,7,3
2,77,13,3
2,77,19,9
2,77,27,6
2,77,36,9
2,77,43,9
2,77,47,5
2,77,52,6
2,77,58,6
2,77,68,9
2,77,78,6
2,77,88,8
2,77,97,4
2,77,101,6
2,77,107,5
2,77,115,3
2,77,129,4
2,78,5,5
2,78,13,2
2,78,21,2
2,78,30,3
2,78,39,9
2,78,44,4
2,78,52,1
2,78,60,3
2,78,70,6
2,78,76,1
2,78,84,3
2,78,94,1
2,78,106,3
2,78,111,4
2,78,118,8
2,78,125,6
2,78,135,3
2,78,142,9
2,78,149,8
2,78,160,6
2,78,175,1
2,78,181,2
2,78,189,5
2,78,201,3
2,79,6,5
2,79,17,7
2,79,25,2
2,79,41,7
2,79,48,6
2,79,60,9
2,79,69,6
2,79,74,5
2,79,82,6
2,79,94,7
2,80,9,9
2,80,20,6
2,80,32,7
2,80,44,5
2,80,52,2
2,80,60,3
2,80,72,1
2,80,84,7
2,80,93,2
2,80,105,1
2,80,117,8
2,81,5,9
2,81,12,2
2,81,23,9
2,81,28,9
2,81,35,4
2,81,43,3
2,81,50,5
2,81,65,6
2,81,70,7
2,81,78,8
2,81,87,8
2,81,97,3
2,81,102,9
2,81,115,4
2,81,121,8
2,81,133,9
2,81,140,5
2,81,153,9
2,81,163,3
2,81,171,6
2,81,177,8
2,81,188,6
2,81,199,2
2,81,206,5
2,81,215,1
2,81,225,3
2,81,233,6
2,81,239,8
2,81,248,8
2,81,253,9
2,81,262,5
2,81,270,3
2,81,278,2
2,81,286,3
2,81,296,6
2,81,303,3
2,81,315,2
2,82,15,8
2,82,19,6
2,82,30,8
2,82,37,9
2,82,44,2
2,82,50,8
2,82,58,3
2,82,68,9
2,82,80,2
2,82,88,1
2,82,96,3
2,82,102,9
2,82,117,8
2,82,121,9
2,82,128,4
2,82,132,5
2,82,142,4
2,82,149,6
2,82,161,8
2,83,7,6
2,83,14,2
2,83,24,8
2,83,32,7
2,83,40,3
2,83,48,1
2,83,56,6
2,83,62,1
2,83,73,8
2,83,80,5
2,83,87,8
2,83,95,3
2,83,113,6
2,83,119,7
2,83,126,2
2,83,134,3
2,83,145,8
2,83,160,1
2,83,165,7
2,83,171,7
2,83,181,1
2,83,191,4
2,83,203,8
2,84,7,2
2,84,19,8
2,84,25,6
2,84,33,3
2,84,42,6
2,84,46,5
2,84,57,2
2,84,63,2
2,84,75,9
2,85,10,6
2,85,22,8
2,85,26,4
2,85,38,8
2,85,49,4
2,85,56,5
2,85,67,3
2,85,74,3
2,85,79,9
2,85,86,5
2,85,97,8
2,86,8,9
2,86,20,1
2,86,32,2
2,86,43,4
2,86,57,9
2,86,63,9
2,86,74,4
2,86,82,4
2,86,87,9
2,86,93,7
2,86,101,3
2,86,114,2
2,86,119,7
2,86,127,6
2,86,136,9
2,86,147,9
2,86,154,3
2,86,162,9
2,86,171,3
2,86,183,7
2,86,192,7
2,86,199,3
2,86,207,9
2,86,219,4
2,87,9,9
2,87,13,8
2,87,24,2
2,87,33,3
2,87,40,5
2,87,50,8
2,87,63,2
2,87,70,4
2,87,84,8
2,87,90,7
2,87,98,3
2,87,106,8
2,87,112,7
2,87,121,9
2,87,129,3
2,87,138,3
2,87,145,5
2,87,156,7
2,87,162,2
2,87,170,3
2,87,174,5
2,87,178,4
2,87,190,2
2,88,6,6
2,88,10,9
2,88,17,1
2,88,27,3
2,88,39,2
2,88,44,7
2,88,56,8
2,88,70,3
2,88,80,3
2,88,89,3
2,88,96,9
2,88,103,6
2,88,114,7
2,89,11,5
2,89,19,7
2,89,30,9
2,89,44,3
2,89,56,4
2,89,66,3
2,89,77,7
2,89,84,9
2,89,91,6
2,89,102,7
2,90,6,5
2,90,16,2
2,90,25,3
2,90,31,8
2,90,44,6
2,90,48,4
2,90,60,1
2,90,67,5
2,90,75,3
2,90,94,5
2,90,105,4
2,90,111,5
2,90,123,1
2,90,138,3
2,90,154,2
2,90,164,5
2,90,174,9
2,90,182,2
2,90,194,2
2,90,205,3
2,90,213,8
2,90,224,9
2,90,230,9
2,90,244,4
2,90,251,5
2,90,260,9
2,90,269,6
2,90,278,2
2,90,291,5
2,91,6,5
2,91,16,2
2,91,29,9
2,91,33,4
2,91,45,4
2,91,57,7
2,91,63,1
2,91,75,8
2,91,86,8
2,91,91,9
2,91,103,5
2,91,109,9
2,91,122,5
2,91,132,2
2,91,144,9
2,92,5,9
2,92,13,5
2,92,25,1
2,92,37,5
2,92,49,8
2,92,63,5
2,92,72,4
2,92,80,6
2,92,85,9
2,92,97,8
2,92,110,5
2,92,120,2
2,92,132,7
2,92,147,6
2,92,153,3
2,92,165,9
2,92,175,2
2,92,188,5
2,92,195,8
2,92,205,9
2,92,216,8
2,92,230,4
2,92,248,6
2,92,257,1
2,92,268,4
2,92,282,6
2,92,291,1
2,92,299,4
2,92,307,3
2,92,311,9
2,92,320,1
2,92,328,3
2,92,336,6
2,92,343,5
2,92,350,5
2,92,354,9
2,92,365,9
2,92,376,6
2,92,387,8
2,92,400,6
2,92,411,9
2,92,418,5
2,92,426,8
2,92,437,3
2,92,445,2
2,92,453,3
2,92,463,6
2,92,470,3
2,92,482,2
2,93,11,4
2,93,21,8
2,93,32,8
2,93,43,9
2,93,54,6
2,93,67,9
2,93,75,3
2,93,85,5
2,93,94,3
2,93,105,3
2,93,111,1
2,93,116,9
2,93,127,1
2,94,8,5
2,94,17,2
2,94,24,8
2,94,35,4
2,94,48,4
2,94,52,9
2,94,61,9
2,94,73,8
2,94,86,8
2,94,93,6
2,94,99,8
2,94,108,2
2,94,122,8
2,94,137,5
2,94,145,9
2,94,155,6
2,94,170,1
2,94,180,2
2,94,188,8
2,94,194,7
2,94,198,4
2,94,207,7
2,94,219,8
2,94,235,7
2,94,246,3
2,94,258,1
2,94,269,1
2,94,281,5
2,95,9,9
2,95,20,9
2,95,27,3
2,95,33,5
2,95,45,6
2,95,53,3
2,95,66,5
2,95,77,8
2,95,82,5
2,95,94,3
2,96,8,5
2,96,18,5
2,96,26,9
2,96,32,9
2,96,38,7
2,96,46,3
2,96,56,9
2,96,63,8
2,96,72,2
2,96,82,3
2,96,86,9
2,96,93,6
2,96,109,6
2,96,115,2
2,96,125,8
2,96,134,1
2,96,143,7
2,96,152,5
2,96,157,5
2,96,166,6
2,96,175,1
2,96,180,7
2,96,193,9
2,96,201,3
2,96,207,2
2,96,221,5
2,97,9,5
2,97,20,8
2,97,25,7
2,97,37,2
2,97,41,6
2,97,52,2
2,97,58,7
2,97,66,7
2,97,74,3
2,97,82,5
2,97,86,6
2,97,96,7
2,97,104,3
2,97,108,9
2,97,117,6
2,97,124,2
2,97,128,9
2,97,136,6
2,97,141,9
2,97,151,1
2,97,163,1
2,97,172,4
2,97,179,2
2,97,186,2
2,97,205,4
2,97,213,8
2,97,222,6
2,98,7,6
2,98,13,5
2,98,20,3
2,98,28,7
2,98,34,7
2,98,42,7
2,98,50,3
2,98,58,3
2,98,67,5
2,98,73,7
2,98,81,7
2,98,91,8
2,98,105,3
2,98,111,7
2,98,121,6
2,98,128,8
2,98,137,4
2,98,148,1
2,98,155,8
2,98,164,2
2,98,171,4
2,98,178,6
2,98,190,5
2,98,201,2
2,98,209,3
2,98,213,9
2,98,220,6
2,98,224,6
2,98,231,6
2,98,244,1
2,99,8,5
2,99,17,2
2,99,26,8
2,99,42,1
2,99,48,9
2,99,61,8
2,99,71,8
2,99,75,9
2,99,84,9
2,99,94,2
2,99,105,1
2,100,6,5
2,100,16,2
2,100,29,9
2,100,41,2
2,100,52,3
2,100,61,3
2,100,68,2
2,100,72,5
2,100,84,8
2,100,94,4
2,100,106,4
2,100,116,3
2,100,126,5
2,100,138,2
2,100,151,3
2,100,155,9
2,100,167,3
2,100,177,8
2,100,190,5
2,100,197,4
2,100,207,5
2,100,219,5
2,100,224,7
2,100,237,9
2,100,241,6
2,100,248,6
2,100,261,1
2,101,4,4
2,101,8,6
2,101,16,3
2,101,23,9
2,101,32,2
2,101,43,7
2,101,49,7
2,101,57,3
2,101,67,5
2,101,72,9
2,101,78,6
2,101,87,7
2,101,100,1
2,101,110,9
2,101,114,6
2,101,122,6
2,101,133,3
2,102,5,5
2,102,19,7
2,102,27,8
2,102,33,7
2,102,43,4
2,102,55,7
2,102,67,9
2,102,75,6
2,102,91,2
2,103,17,7
2,103,26,2
2,103,35,7
2,103,42,2
2,103,50,5
2,103,57,6
2,103,67,8
2,103,78,6
2,103,88,2
2,103,99,4
2,103,104,9
2,103,114,5
2,103,121,3
2,103,128,6
2,103,134,2
2,103,139,2
2,103,154,5
2,103,159,9
2,103,170,3
2,103,174,6
2,103,184,5
2,103,196,9
2,103,204,5
2,103,210,7
2,103,222,8
2,104,4,4
2,104,8,9
2,104,14,8
2,104,23,9
2,104,36,5
2,104,46,1
2,104,56,2
2,104,63,2
2,104,72,8
2,104,81,6
2,104,89,3
2,104,100,1
2,104,107,8
2,104,114,8
2,104,123,2
2,104,131,7
2,104,142,5
2,104,158,7
2,105,3,9
2,105,9,8
2,105,18,9
2,105,27,2
2,105,43,8
2,105,54,4
2,105,66,8
2,105,77,8
2,105,85,5
2,105,93,3
2,105,101,8
2,105,117,7
2,106,8,5
2,106,19,4
2,106,28,7
2,106,35,6
2,106,46,4
2,106,54,2
2,106,63,4
2,106,69,8
2,106,76,5
2,106,90,4
2,107,12,8
2,107,22,6
2,107,30,8
2,107,40,1
2,107,48,3
2,107,57,9
2,107,64,5
2,107,77,1
2,107,81,4
2,107,93,3
2,108,8,5
2,108,18,5
2,108,26,8
2,108,32,9
2,108,38,7
2,108,46,3
2,108,56,9
2,108,63,8
2,108,72,2
2,108,79,5
2,108,87,3
2,108,93,9
2,108,103,8
2,108,111,9
2,108,122,4
2,108,130,9
2,108,138,3
2,108,146,1
2,108,158,4
2,108,170,8
2,108,174,4
2,108,186,8
2,109,12,9
2,109,16,5
2,109,24,8
2,109,38,6
2,109,45,2
2,109,52,9
2,109,64,2
2,109,72,2
2,109,79,3
2,109,91,2
2,109,103,7
2,109,117,6
2,109,126,1
2,109,139,8
2,109,148,7
2,109,158,2
2,109,164,2
2,109,172,7
2,109,178,2
2,109,192,1
2,109,202,1
2,109,211,9
2,109,222,5
