chapter-counter,verse-counter,word-counter,arabic-word-weight
3,453,246,9
3,453,264,6
3,454,3,6
3,454,15,3
3,454,23,9
3,454,29,3
3,454,37,3
3,454,44,6
3,454,52,9
3,454,65,6
3,454,71,6
3,454,75,3
3,454,83,9
3,454,94,3
3,454,99,3
3,454,108,6
3,454,118,9
3,454,126,6
3,454,142,6
3,454,157,3
3,455,5,9
3,455,11,3
3,455,21,3
3,455,25,6
3,455,33,9
3,455,41,6
3,455,50,6
3,455,57,3
3,455,63,9
3,455,69,3
3,455,76,3
3,455,89,6
3,455,97,9
3,455,107,6
3,455,113,6
3,455,120,3
3,455,125,9
3,455,134,3
3,455,141,3
3,455,145,6
3,455,157,9
3,456,8,6
3,456,17,6
3,456,27,3
3,456,35,9
3,456,41,3
3,456,47,3
3,456,56,6
3,456,62,9
3,456,70,6
3,456,82,6
3,456,92,3
3,456,103,9
3,456,114,3
3,457,4,3
3,457,14,6
3,457,20,9
3,457,28,6
3,457,40,6
3,457,48,3
3,457,54,9
3,457,66,3
3,458,6,3
3,458,12,6
3,458,20,9
3,458,26,6
3,458,41,6
3,458,46,3
3,458,53,9
3,458,61,3
3,458,70,3
3,458,76,6
3,458,88,9
3,458,96,6
3,458,107,6
3,458,116,3
3,458,131,9
3,458,147,3
3,458,158,3
3,458,172,6
3,458,178,9
3,458,186,6
3,458,190,6
3,458,197,3
3,458,203,9
3,458,211,3
3,458,220,3
3,459,10,6
3,459,23,9
3,459,34,6
3,459,39,6
3,459,49,3
3,459,62,9
3,459,71,3
3,459,79,3
3,459,87,6
3,459,94,9
3,459,99,6
3,459,104,6
3,459,110,3
3,459,122,9
3,459,130,3
3,459,138,3
3,459,145,6
3,459,151,9
3,459,158,6
3,459,166,6
3,460,5,3
3,460,17,9
3,460,24,3
3,460,33,3
3,460,46,6
3,460,57,9
3,460,65,6
3,460,78,6
3,460,93,3
3,461,12,9
3,461,22,3
3,461,32,3
3,461,42,6
3,461,49,9
3,461,60,6
3,461,70,6
3,461,74,3
3,461,82,9
3,461,90,3
3,461,95,3
3,461,105,6
3,461,115,9
3,461,120,6
3,461,129,6
3,461,138,3
3,461,157,9
3,461,164,3
3,461,175,3
3,461,186,6
3,461,195,9
3,461,204,6
3,461,217,6
3,461,230,3
3,461,245,9
3,461,250,3
3,461,257,3
3,461,261,6
3,461,273,9
3,461,285,6
3,461,294,6
3,461,300,3
3,461,312,9
3,462,9,3
3,462,17,3
3,462,33,6
3,462,44,9
3,462,49,6
3,462,61,6
3,462,65,3
3,462,74,9
3,462,81,3
3,462,93,3
3,462,98,6
3,462,110,9
3,462,120,6
3,462,124,6
3,462,132,3
3,462,143,9
3,463,5,3
3,463,17,3
3,463,27,6
3,463,36,9
3,463,40,6
3,463,48,6
3,463,56,3
3,463,67,9
3,463,74,3
3,463,84,3
3,463,90,6
3,463,100,9
3,463,112,6
3,464,9,6
3,464,15,3
3,464,24,9
3,464,32,3
3,464,36,3
3,464,45,6
3,464,63,9
3,464,75,6
3,464,80,6
3,464,91,3
3,464,97,9
3,464,103,3
3,464,114,3
3,464,121,6
3,464,128,9
3,464,139,6
3,464,145,6
3,464,150,3
3,464,162,9
3,465,15,3
3,465,26,3
3,465,32,6
3,465,40,9
3,465,49,6
3,465,57,6
3,465,65,3
3,465,69,9
3,465,77,3
3,465,84,3
3,465,99,6
3,466,9,9
3,466,22,6
3,466,30,6
3,466,43,3
3,466,47,9
3,466,54,3
3,466,58,3
3,466,70,6
3,466,80,9
3,466,93,6
3,466,104,6
3,466,113,3
3,466,125,9
3,466,132,3
3,466,140,3
3,467,9,6
3,467,15,9
3,467,22,6
3,467,31,6
3,467,37,3
3,467,46,9
3,467,51,3
3,467,60,3
3,467,67,6
3,467,81,9
3,467,93,6
3,467,103,6
3,467,113,3
3,467,123,9
3,467,131,3
3,467,140,3
3,467,151,6
3,468,12,9
3,468,23,6
3,468,29,6
3,468,37,3
3,468,46,9
3,468,52,3
3,468,65,3
3,468,71,6
3,468,84,9
3,468,94,6
3,468,102,6
3,468,114,3
3,468,118,9
3,468,125,3
3,468,133,3
3,469,8,6
3,469,18,9
3,469,31,6
3,469,41,6
3,469,55,3
3,469,61,9
3,469,74,3
3,469,85,3
3,469,89,6
3,469,96,9
3,469,109,6
3,470,5,6
3,470,15,3
3,470,25,9
3,470,38,3
3,470,42,3
3,470,52,6
3,470,64,9
3,470,68,6
3,470,78,6
3,470,86,3
3,470,94,9
3,470,104,3
3,470,112,3
3,470,119,6
3,470,128,9
3,470,135,6
3,470,142,6
3,470,146,3
3,470,157,9
3,470,168,3
3,470,176,3
3,470,184,6
3,471,5,9
3,471,15,6
3,471,26,6
3,471,36,3
3,471,50,9
3,471,54,3
3,471,64,3
3,471,72,6
3,471,80,9
3,471,89,6
3,471,97,6
3,471,105,3
3,472,5,9
3,472,17,3
3,472,27,3
3,472,36,6
3,472,45,9
3,472,53,6
3,472,60,6
3,472,67,3
3,472,82,9
3,472,93,3
3,472,101,3
3,472,108,6
3,472,122,9
3,472,130,6
3,472,141,6
3,472,149,3
3,472,158,9
3,473,4,3
3,473,10,3
3,473,18,6
3,473,27,9
3,473,42,6
3,473,49,6
3,473,53,3
3,473,61,9
3,473,70,3
3,473,78,3
3,473,86,6
3,473,97,9
3,473,102,6
3,473,113,6
3,473,121,3
3,473,127,9
3,473,135,3
3,473,150,3
3,473,156,6
3,473,166,9
3,473,178,6
3,473,186,6
3,473,196,3
3,473,200,9
3,473,210,3
3,473,214,3
3,473,222,6
3,473,234,9
3,473,244,6
3,473,255,6
3,473,263,3
3,473,274,9
3,473,286,3
3,473,295,3
3,473,302,6
3,473,310,9
3,474,5,6
3,474,17,6
3,474,27,3
3,474,39,9
3,474,45,3
3,474,54,3
3,474,62,6
3,474,66,9
3,474,75,6
3,474,80,6
3,474,88,3
3,474,95,9
3,474,102,3
3,474,107,3
3,474,113,6
3,474,121,9
3,474,138,6
3,474,142,6
3,474,151,3
3,474,156,9
3,474,163,3
3,474,176,3
3,474,188,6
3,474,197,9
3,474,211,6
3,474,223,6
3,474,235,3
3,474,241,9
3,474,253,3
3,474,261,3
3,475,7,6
3,475,14,9
3,475,22,6
3,475,29,6
3,475,39,3
3,475,47,9
3,475,53,3
3,475,61,3
3,475,69,6
3,475,78,9
3,475,90,6
3,475,103,6
3,475,107,3
3,475,115,9
3,475,128,3
3,475,142,3
3,475,151,6
3,475,157,9
3,475,167,6
3,475,175,6
3,475,183,3
3,475,194,9
3,476,7,3
3,476,13,3
3,476,23,6
3,476,35,9
3,476,43,6
3,476,51,6
3,476,58,3
3,476,69,9
3,476,82,3
3,477,9,3
3,477,17,6
3,477,23,9
3,477,31,6
3,477,38,6
3,477,48,3
3,477,55,9
3,477,64,3
3,477,74,3
3,477,82,6
3,477,94,9
3,477,106,6
3,477,117,6
3,477,126,3
3,477,133,9
3,477,138,3
3,477,148,3
3,477,155,6
3,477,160,9
3,477,168,6
3,477,184,6
3,477,196,3
3,477,205,9
3,477,212,3
3,477,228,3
3,477,232,6
3,477,240,9
3,477,251,6
3,478,5,6
3,478,16,3
3,478,23,9
3,478,31,3
3,478,38,3
3,478,43,6
3,478,52,9
3,478,60,6
3,478,76,6
3,478,88,3
3,478,101,9
3,478,112,3
3,479,5,3
3,479,12,6
3,479,22,9
3,479,32,6
3,479,45,6
3,479,57,3
3,479,69,9
3,479,76,3
3,479,89,3
3,479,97,6
3,479,106,9
3,479,111,6
3,479,120,6
3,479,131,3
3,479,142,9
3,479,149,3
3,479,155,3
3,479,163,6
3,479,174,9
3,479,185,6
3,479,192,6
3,479,200,3
3,479,211,9
3,480,13,3
3,480,17,3
3,480,31,6
3,480,45,9
3,480,61,6
3,480,66,6
3,480,76,3
3,480,84,9
3,480,95,3
3,480,99,3
3,480,110,6
3,480,117,9
3,480,127,6
3,480,138,6
3,480,144,3
3,480,153,9
3,480,161,3
3,480,172,3
3,480,184,6
3,480,192,9
3,480,200,6
3,480,205,6
3,480,212,3
3,480,223,9
3,481,6,3
3,481,13,3
3,481,21,6
3,481,30,9
3,481,40,6
3,481,48,6
3,481,59,3
3,481,76,9
3,481,86,3
3,481,92,3
3,481,106,6
3,481,118,9
3,481,126,6
3,481,138,6
3,481,151,3
3,481,156,9
3,481,164,3
3,481,173,3
3,481,184,6
3,481,188,9
3,481,200,6
3,482,3,6
3,482,15,3
3,482,25,9
3,482,37,3
3,482,43,3
3,482,50,6
3,482,64,9
3,482,68,6
3,482,79,6
3,482,85,3
3,482,90,9
3,482,101,3
3,482,107,3
3,482,122,6
3,482,134,9
3,482,140,6
3,482,151,6
3,482,162,3
3,482,170,9
3,482,178,3
3,483,9,3
3,483,16,6
3,483,30,9
3,483,42,6
3,483,54,6
3,483,61,3
3,483,67,9
3,483,74,3
3,483,82,3
3,484,5,6
3,484,9,9
3,484,16,6
3,484,30,6
3,484,42,3
3,484,55,9
3,484,65,3
3,484,78,3
3,484,87,6
3,484,97,9
3,484,110,6
3,485,9,6
3,485,21,3
3,485,29,9
3,485,38,3
3,485,49,3
3,485,58,6
3,485,70,9
3,485,87,6
3,485,91,6
3,485,98,3
3,485,112,9
3,485,124,3
3,485,133,3
3,485,137,6
3,485,146,9
3,485,154,6
3,485,163,6
3,485,175,3
3,485,183,9
3,485,191,3
3,485,200,3
3,486,8,6
3,486,16,9
3,486,20,6
3,486,29,6
3,486,38,3
3,486,45,9
3,486,58,3
3,486,66,3
3,486,81,6
3,486,86,9
3,486,95,6
3,487,9,6
3,487,18,3
3,487,28,9
3,487,39,3
3,487,48,3
3,487,61,6
3,487,66,9
3,487,74,6
3,487,86,6
3,487,96,3
3,487,107,9
3,487,117,3
3,487,123,3
3,487,134,6
3,487,144,9
3,487,151,6
3,487,165,6
3,487,178,3
3,487,183,9
3,487,196,3
3,488,8,3
3,488,17,6
3,488,21,9
3,488,33,6
3,488,40,6
3,488,49,3
3,488,55,9
3,488,65,3
3,488,72,3
3,488,85,6
3,488,95,9
3,488,99,6
3,488,108,6
3,488,120,3
3,489,12,9
3,489,19,3
3,489,29,3
3,489,36,6
3,489,40,9
3,489,48,6
3,489,55,6
3,489,63,3
3,489,71,9
3,489,76,3
3,489,83,3
3,489,88,6
3,489,96,9
3,489,108,6
3,489,113,6
3,489,120,3
3,489,134,9
3,489,144,3
3,489,157,3
3,489,161,6
3,489,173,9
3,489,183,6
3,489,187,6
3,489,196,3
3,489,208,9
3,489,219,3
3,489,234,3
3,489,243,6
3,489,258,9
3,489,278,6
3,489,287,6
3,489,295,3
3,489,299,9
3,489,309,3
3,489,322,3
3,489,331,6
3,489,337,9
3,489,343,6
3,489,351,6
3,489,363,3
3,489,371,9
3,489,378,3
3,489,389,3
3,490,3,6
3,490,16,9
3,490,26,6
3,490,36,6
3,490,45,3
3,490,49,9
3,490,60,3
3,491,7,3
3,491,15,6
3,491,21,9
3,491,33,6
3,491,43,6
3,491,54,3
3,491,65,9
3,492,8,3
3,492,18,3
3,492,28,6
3,492,38,9
3,492,45,6
3,492,54,6
3,492,62,3
3,492,66,9
3,492,76,3
3,492,89,3
3,492,100,6
3,492,107,9
3,492,115,6
3,492,121,6
3,492,127,3
3,492,135,9
3,492,143,3
3,492,149,3
3,492,157,6
3,492,164,9
3,492,179,6
3,493,7,6
3,493,12,3
3,493,19,9
3,493,30,3
3,493,36,3
3,493,45,6
3,493,55,9
3,493,61,6
3,493,69,6
3,493,80,3
3,493,86,9
3,493,94,3
3,493,105,3
3,493,116,6
3,493,124,9
3,493,128,6
3,493,140,6
3,493,149,3
3,493,157,9
3,493,165,3
3,493,174,3
3,493,188,6
3,493,195,9
3,493,206,6
3,493,212,6
3,493,222,3
3,493,230,9
3,493,238,3
3,493,246,3
3,493,257,6
3,494,3,9
3,494,12,6
3,494,22,6
3,494,30,3
3,494,40,9
3,494,52,3
3,494,64,3
3,494,75,6
3,494,83,9
3,494,95,6
3,494,107,6
4,495,6,3
4,495,14,9
4,495,28,3
4,496,0,3
4,496,4,6
4,496,13,9
4,496,22,6
4,496,31,6
4,496,41,3
4,496,49,9
4,496,59,3
4,496,64,3
4,496,72,6
4,496,82,9
4,496,91,6
4,496,99,6
4,496,109,3
4,496,117,9
4,496,127,3
4,496,136,3
4,496,145,6
4,496,155,9
4,496,168,6
4,496,176,6
4,496,184,3
4,496,197,9
4,496,202,3
4,496,217,3
4,496,225,6
4,496,233,9
4,496,239,6
4,496,250,6
4,497,7,3
4,497,20,9
4,497,34,3
4,497,42,3
4,497,56,6
4,497,67,9
4,497,80,6
4,497,88,6
4,497,99,3
4,497,113,9
4,497,120,3
4,497,134,3
4,497,144,6
4,497,150,9
4,497,157,6
4,497,166,6
4,498,6,3
4,498,15,9
4,498,22,3
4,498,33,3
4,498,37,6
4,498,50,9
4,498,61,6
4,498,65,6
4,498,71,3
4,498,77,9
4,498,83,3
4,498,94,3
4,498,103,6
4,498,113,9
4,498,123,6
4,498,132,6
4,498,141,3
4,498,148,9
4,498,159,3
4,498,171,3
4,498,176,6
4,498,180,9
4,498,189,6
4,498,203,6
4,498,213,3
4,498,222,9
4,498,229,3
4,498,239,3
4,499,7,6
4,499,18,9
4,499,33,6
4,499,42,6
4,499,50,3
4,499,57,9
4,499,64,3
4,499,68,3
4,499,75,6
4,499,83,9
4,499,91,6
4,499,101,6
4,499,110,3
4,499,120,9
4,500,5,3
4,500,14,3
4,500,27,6
4,500,41,9
4,500,49,6
4,500,56,6
4,500,64,3
4,500,71,9
4,500,80,3
4,500,95,3
4,500,102,6
4,500,115,9
4,500,125,6
4,500,132,6
4,500,140,3
4,500,152,9
4,501,11,3
4,501,24,3
4,501,32,6
4,501,38,9
4,501,47,6
4,501,58,6
4,501,65,3
4,501,74,9
4,501,84,3
4,501,92,3
4,501,104,6
4,501,115,9
4,501,129,6
4,501,137,6
4,501,150,3
4,501,161,9
4,501,172,3
4,501,176,3
4,501,187,6
4,501,195,9
4,501,201,6
4,501,210,6
4,501,227,3
4,501,235,9
4,501,241,3
4,501,250,3
4,501,263,6
4,501,278,9
4,501,288,6
4,501,299,6
4,501,310,3
4,501,324,9
4,501,337,3
4,501,348,3
4,501,359,6
4,501,369,9
4,501,378,6
4,502,12,6
4,502,20,3
4,502,28,9
4,502,35,3
4,502,49,3
4,502,66,6
4,502,80,9
4,502,88,6
4,502,96,6
4,502,103,3
4,502,117,9
4,502,134,3
4,502,141,3
4,502,147,6
4,502,154,9
4,502,159,6
4,502,166,6
4,502,177,3
4,502,189,9
4,503,7,3
4,503,14,3
4,503,26,6
4,503,33,9
4,503,45,6
4,503,60,6
4,503,76,3
4,503,90,9
4,503,98,3
4,503,108,3
4,503,115,6
4,503,123,9
4,503,135,6
4,504,10,6
4,504,20,3
4,504,25,9
4,504,34,3
4,504,39,3
4,504,50,6
4,504,61,9
4,504,70,6
4,504,78,6
4,504,89,3
4,504,103,9
4,504,111,3
4,504,125,3
4,504,133,6
4,504,142,9
4,505,5,6
4,505,15,6
4,505,27,3
4,505,37,9
4,505,50,3
4,505,58,3
4,505,67,6
4,505,79,9
4,505,83,6
4,505,95,6
4,505,102,3
4,505,119,9
4,505,128,3
4,506,10,3
4,506,18,6
4,506,22,9
4,506,36,6
4,506,49,6
4,506,56,3
4,506,62,9
4,506,77,3
4,506,85,3
4,506,91,6
4,506,99,9
4,506,106,6
4,506,118,6
4,506,128,3
4,506,136,9
4,506,140,3
4,506,147,3
4,506,155,6
4,506,163,9
4,506,173,6
4,506,181,6
4,506,191,3
4,506,208,9
4,506,216,3
4,506,224,3
4,506,235,6
4,506,245,9
4,506,252,6
4,506,259,6
4,506,263,3
4,506,269,9
4,506,274,3
4,506,281,3
4,506,289,6
4,506,295,9
4,506,301,6
4,506,307,6
4,506,314,3
4,506,325,9
4,506,335,3
4,506,347,3
4,506,357,6
4,506,365,9
4,506,371,6
4,506,376,6
4,506,385,3
4,506,397,9
4,506,407,3
4,506,413,3
4,506,420,6
4,506,430,9
4,506,437,6
4,506,443,6
4,506,448,3
4,506,455,9
4,506,468,3
4,506,484,3
4,506,488,6
4,506,498,9
4,506,508,6
4,506,517,6
4,506,524,3
4,506,532,9
4,506,544,3
4,506,550,3
4,506,558,6
4,506,566,9
4,506,574,6
4,506,580,6
4,506,589,3
4,506,598,9
4,507,8,3
4,507,15,3
4,507,19,6
4,507,26,9
4,507,40,6
4,507,44,6
4,507,50,3
4,507,56,9
4,507,65,3
4,507,72,3
4,507,80,6
4,507,86,9
4,507,94,6
4,507,101,6
4,507,110,3
4,507,120,9
4,507,127,3
4,507,136,3
4,507,142,6
4,507,149,9
4,507,159,6
4,507,168,6
4,507,174,3
4,507,179,9
4,507,186,3
4,507,198,3
4,507,208,6
4,507,215,9
4,507,226,6
4,507,230,6
4,507,236,3
4,507,242,9
4,507,250,3
4,507,257,3
4,507,265,6
4,507,271,9
4,507,278,6
4,507,285,6
4,507,295,3
4,507,305,9
4,507,312,3
4,507,322,3
4,507,329,6
4,507,336,9
4,507,346,6
4,507,355,6
4,507,361,3
4,507,366,9
4,507,373,3
4,507,381,3
4,507,387,6
4,507,394,9
4,507,402,6
4,507,412,6
4,507,417,3
4,507,427,9
4,507,434,3
4,507,439,3
4,507,444,6
4,507,451,9
4,507,461,6
4,507,469,6
4,507,480,3
4,507,490,9
4,507,498,3
4,507,506,3
4,507,515,6
4,507,519,9
4,507,527,6
4,507,534,6
4,507,544,3
4,507,548,9
4,507,558,3
4,507,564,3
4,507,571,6
4,507,581,9
4,507,589,6
4,507,595,6
4,507,600,3
4,507,607,9
4,507,614,3
4,507,623,3
4,507,635,6
4,507,641,9
4,507,649,6
4,507,661,6
4,507,669,3
4,507,677,9
4,508,6,3
4,508,14,3
4,508,22,6
4,508,30,9
4,508,37,6
4,508,45,6
4,508,57,3
4,508,68,9
4,508,77,3
4,508,85,3
4,508,89,6
4,508,99,9
4,508,112,6
4,508,123,6
4,508,130,3
4,508,142,9
4,508,152,3
4,508,163,3
4,509,5,6
4,509,12,9
4,509,20,6
4,509,32,6
4,509,44,3
4,509,54,9
4,509,65,3
4,509,72,3
4,509,81,6
4,509,88,9
4,509,95,6
4,509,103,6
4,509,112,3
4,510,11,9
4,510,21,3
4,510,34,3
4,510,38,6
4,510,51,9
4,510,67,6
4,510,79,6
4,510,90,3
4,510,99,9
4,510,107,3
4,510,116,3
4,510,133,6
4,510,137,9
4,510,148,6
4,510,156,6
4,510,172,3
4,510,182,9
4,510,187,3
4,510,196,3
4,510,204,6
4,510,212,9
4,510,221,6
4,511,12,6
4,511,27,3
4,511,35,9
4,511,47,3
4,511,55,3
4,511,62,6
4,511,74,9
4,511,87,6
4,511,97,6
4,511,105,3
4,511,113,9
4,511,119,3
4,511,129,3
4,511,139,6
4,512,8,9
4,512,20,6
4,512,26,6
4,512,34,3
4,512,45,9
4,512,57,3
4,512,66,3
4,512,78,6
4,512,84,9
4,512,95,6
4,512,99,6
4,512,107,3
4,512,121,9
4,512,129,3
4,512,137,3
4,512,148,6
4,512,158,9
4,512,166,6
4,512,175,6
4,512,184,3
4,513,10,9
4,513,22,3
4,513,33,3
4,513,45,6
4,513,59,9
4,513,67,6
4,513,73,6
4,513,80,3
4,513,91,9
4,513,101,3
4,513,107,3
4,513,114,6
4,513,121,9
4,513,128,6
4,513,134,6
4,513,144,3
4,513,155,9
4,513,162,3
4,513,171,3
4,513,185,6
4,513,197,9
4,513,204,6
4,513,213,6
4,513,222,3
4,514,3,9
4,514,12,3
4,514,22,3
4,514,30,6
4,514,34,9
4,514,42,6
4,514,49,6
4,514,53,3
4,514,62,9
4,514,73,3
4,514,81,3
4,514,89,6
4,514,104,9
4,514,117,6
4,514,126,6
4,514,130,3
4,514,146,9
4,514,153,3
4,514,157,3
4,514,167,6
4,514,179,9
4,514,192,6
4,514,210,6
4,514,225,3
4,514,233,9
4,514,250,3
4,514,259,3
4,514,263,6
4,514,274,9
4,514,282,6
4,514,293,6
4,514,301,3
4,514,307,9
4,514,315,3
4,514,324,3
4,515,6,6
4,515,17,9
4,515,30,6
4,515,37,6
4,515,46,3
4,515,53,9
4,515,65,3
4,515,78,3
4,515,88,6
4,515,94,9
4,515,105,6
4,515,112,6
4,515,120,3
4,515,138,9
4,515,149,3
4,515,159,3
4,515,169,6
4,516,8,9
4,516,22,6
4,516,29,6
4,516,38,3
4,516,49,9
4,516,56,3
4,516,63,3
4,516,74,6
4,516,81,9
4,516,92,6
4,516,101,6
4,517,5,3
4,517,15,9
4,517,19,3
4,517,26,3
4,517,36,6
4,517,42,9
4,517,53,6
4,517,60,6
4,517,64,3
4,517,69,9
4,517,76,3
4,517,86,3
4,517,92,6
4,517,102,9
4,517,112,6
4,517,120,6
4,517,129,3
4,518,9,9
4,518,20,3
4,518,35,3
4,518,49,6
4,518,65,9
4,518,80,6
4,518,95,6
4,518,105,3
4,518,113,9
4,518,123,3
4,518,133,3
4,518,150,6
4,518,160,9
4,518,175,6
4,518,190,6
4,518,196,3
4,518,209,9
4,518,222,3
4,518,234,3
4,518,250,6
4,518,260,9
4,518,264,6
4,518,275,6
4,518,280,3
4,518,293,9
4,518,303,3
4,518,313,3
4,518,321,6
4,518,327,9
4,518,333,6
4,518,343,6
4,518,353,3
4,518,361,9
4,518,367,3
4,518,375,3
4,518,386,6
4,518,398,9
4,518,412,6
4,518,422,6
4,518,427,3
4,518,441,9
4,518,447,3
4,518,458,3
4,518,465,6
4,518,479,9
4,518,486,6
4,518,490,6
4,518,495,3
4,518,502,9
4,518,510,3
4,518,518,3
4,518,524,6
4,518,533,9
4,518,543,6
4,519,16,6
4,519,21,3
4,519,32,9
4,519,39,3
4,519,43,3
4,519,52,6
4,519,66,9
4,519,76,6
4,519,84,6
4,519,95,3
4,519,107,9
4,519,113,3
4,519,118,3
4,519,126,6
4,519,136,9
4,519,140,6
4,519,151,6
4,519,166,3
4,519,179,9
4,519,186,3
4,519,199,3
4,519,207,6
4,519,222,9
4,519,227,6
4,519,237,6
4,519,249,3
4,519,262,9
4,519,272,3
4,519,280,3
4,519,288,6
4,519,299,9
4,519,306,6
4,519,319,6
4,519,324,3
4,519,328,9
4,519,335,3
4,519,348,3
4,519,356,6
4,519,364,9
4,519,370,6
4,519,379,6
4,519,388,3
4,520,5,9
4,520,11,3
4,520,22,3
4,520,30,6
4,520,38,9
4,520,42,6
4,520,50,6
4,520,65,3
4,520,80,9
4,520,86,3
4,520,91,3
4,520,100,6
4,520,113,9
4,520,118,6
4,520,132,6
4,520,147,3
4,520,159,9
4,520,168,3
4,520,182,3
4,520,194,6
4,520,199,9
4,520,206,6
4,520,223,6
4,520,232,3
4,520,244,9
4,520,256,3
4,520,269,3
4,520,284,6
4,520,296,9
4,520,303,6
4,520,316,6
4,520,322,3
4,520,335,9
4,520,345,3
4,520,355,3
4,520,365,6
4,520,372,9
4,520,381,6
4,520,393,6
4,520,407,3
4,520,414,9
4,520,418,3
4,520,424,3
4,520,439,6
4,520,444,9
4,520,455,6
4,520,465,6
4,520,472,3
4,520,479,9
4,520,489,3
4,520,497,3
4,520,505,6
4,520,516,9
4,520,523,6
4,520,531,6
4,520,543,3
4,520,551,9
4,520,560,3
4,521,7,3
4,521,15,6
4,521,27,9
4,521,34,6
4,521,49,6
4,521,56,3
4,521,66,9
4,521,70,3
4,521,81,3
4,521,91,6
4,521,102,9
4,521,114,6
4,521,122,6
4,521,130,3
4,522,9,9
4,522,17,3
4,522,21,3
4,522,29,6
4,522,40,9
4,522,50,6
4,522,60,6
4,522,73,3
4,522,86,9
4,522,90,3
4,522,100,3
4,522,108,6
4,522,117,9
4,523,7,6
4,523,15,6
4,523,19,3
4,523,29,9
4,523,37,3
4,523,48,3
4,523,60,6
4,523,69,9
4,524,3,6
4,524,12,6
4,524,22,3
4,524,30,9
4,524,34,3
4,524,45,3
4,524,58,6
4,524,68,9
4,524,81,6
4,524,88,6
4,524,92,3
4,524,100,9
4,524,110,3
4,524,114,3
4,524,122,6
4,524,131,9
4,524,139,6
4,524,150,6
4,524,162,3
4,524,170,9
4,524,178,3
4,524,184,3
4,524,191,6
4,524,200,9
4,525,5,6
4,525,14,6
4,525,22,3
4,525,33,9
4,525,43,3
4,525,52,3
4,525,62,6
4,525,69,9
4,525,79,6
4,525,87,6
4,525,93,3
4,525,101,9
4,525,110,3
4,526,3,3
4,526,16,6
4,526,26,9
4,526,30,6
4,526,41,6
4,526,48,3
4,526,58,9
4,526,66,3
4,526,81,3
4,526,95,6
4,526,106,9
4,526,115,6
4,527,5,6
4,527,18,3
4,527,22,9
4,527,30,3
4,527,38,3
4,527,43,6
4,527,54,9
4,527,61,6
4,527,68,6
4,527,83,3
4,527,91,9
4,527,99,3
4,527,111,3
4,527,127,6
4,527,135,9
4,527,143,6
4,527,155,6
4,527,169,3
4,527,177,9
4,527,181,3
4,527,190,3
4,527,198,6
4,527,206,9
4,527,212,6
4,527,220,6
4,527,227,3
4,527,236,9
4,528,9,3
4,528,19,3
4,528,29,6
4,528,36,9
4,528,43,6
4,528,57,6
4,528,74,3
4,528,88,9
4,528,97,3
4,528,111,3
4,528,122,6
4,528,134,9
4,528,142,6
4,528,150,6
4,528,156,3
4,528,163,9
4,528,169,3
4,528,176,3
4,528,185,6
4,529,10,9
4,529,22,6
4,529,28,6
4,529,39,3
4,529,45,9
4,529,53,3
4,529,61,3
4,529,72,6
4,529,79,9
4,529,86,6
4,529,94,6
4,529,104,3
4,529,109,9
4,529,123,3
4,529,141,3
4,529,152,6
4,529,163,9
4,529,175,6
4,529,181,6
4,529,188,3
4,529,196,9
4,529,210,3
4,529,221,3
4,529,234,6
4,529,247,9
4,529,263,6
4,529,267,6
4,529,280,3
4,529,296,9
4,529,305,3
4,529,318,3
4,529,324,6
4,529,333,9
4,529,345,6
4,529,354,6
4,529,362,3
4,529,370,9
4,529,376,3
4,529,385,3
4,529,394,6
4,530,6,9
4,530,15,6
4,530,23,6
4,530,35,3
4,530,47,9
4,530,55,3
4,530,61,3
4,530,70,6
4,530,80,9
4,530,86,6
4,530,96,6
4,530,100,3
4,530,109,9
4,530,120,3
4,530,130,3
4,530,138,6
4,530,150,9
4,530,158,6
4,530,166,6
4,530,172,3
4,530,181,9
4,530,190,3
4,531,11,3
4,531,19,6
4,531,25,9
4,531,36,6
4,531,41,6
4,531,49,3
4,531,70,9
4,531,81,3
4,531,89,3
4,531,101,6
4,531,116,9
4,531,132,6
4,531,143,6
4,531,147,3
4,531,159,9
4,531,170,3
4,531,180,3
4,531,193,6
4,531,204,9
4,531,212,6
4,531,223,6
4,531,229,3
4,531,238,9
4,531,252,3
4,531,260,3
4,531,268,6
4,531,272,9
4,531,280,6
4,531,284,6
4,531,290,3
4,531,301,9
4,531,310,3
4,532,9,3
4,532,21,6
4,532,35,9
4,532,44,6
4,532,56,6
4,532,70,3
4,532,74,9
4,532,83,3
4,532,91,3
4,532,95,6
4,532,104,9
4,532,120,6
4,532,135,6
4,532,144,3
4,532,154,9
4,533,11,3
4,533,22,3
4,533,36,6
4,533,44,9
4,533,53,6
4,533,59,6
4,533,71,3
4,533,81,9
4,533,87,3
4,533,99,3
4,533,108,6
4,533,116,9
4,533,123,6
4,533,136,6
4,533,141,3
4,533,150,9
4,533,158,3
4,533,167,3
4,534,8,6
4,534,19,9
4,534,24,6
4,534,32,6
4,534,42,3
4,534,54,9
4,534,63,3
4,534,75,3
4,534,82,6
4,534,93,9
4,534,101,6
4,534,111,6
4,534,119,3
4,534,126,9
4,534,135,3
4,535,5,3
4,535,13,6
4,535,17,9
4,535,26,6
4,535,36,6
4,535,44,3
4,535,52,9
4,535,57,3
4,535,66,3
4,535,79,6
4,535,88,9
4,535,92,6
4,535,102,6
4,535,110,3
4,535,119,9
4,536,8,3
4,536,14,3
4,536,22,6
4,536,26,9
4,536,32,6
